,ensembl_gene_id,uniprot_id
1588,ENSG00000174886,Q86Y39
1589,ENSG00000174915,Q9BVG9
1590,ENSG00000175600,Q9HAC7
1591,ENSG00000176040,Q7RTY8
1592,ENSG00000176194,O60543
1593,ENSG00000176635,Q8N7B1
1594,ENSG00000176945,Q8N307
1595,ENSG00000176974,P34896
1596,ENSG00000177030,O75398
1597,ENSG00000177692,Q9NX36
1598,ENSG00000180772,P50052
1599,ENSG00000180979,Q8N9N7
1600,ENSG00000181323,Q8N4L4
1601,ENSG00000182557,Q6ZMD2
1602,ENSG00000183346,Q8IVU9
1603,ENSG00000184347,O75094
1604,ENSG00000184350,Q86SM8
1605,ENSG00000184381,O60733
1606,ENSG00000185000,O75907
1607,ENSG00000185231,Q01718
1608,ENSG00000188895,Q68DK7
1609,ENSG00000189266,Q9NPJ4
1610,ENSG00000189339,P0CK96
1611,ENSG00000196109,Q8N7Q3
1612,ENSG00000196604,A5A3E0
1613,ENSG00000196748,Q6UWE3
1614,ENSG00000197147,Q6P9F7
1615,ENSG00000197181,Q8TC59
1616,ENSG00000198753,Q9ULL4
1617,ENSG00000198853,Q8N2Y8
1618,ENSG00000203910,Q5VVC0
1619,ENSG00000204632,P17693
1620,ENSG00000213937,O95484
1621,ENSG00000213977,O14907
1622,ENSG00000228517,Q5JQC4
1623,ENSG00000235453,A0A1B0GUW7
1624,ENSG00000237489,A0A1B0GUT2
1625,ENSG00000238227,H0YL14
1626,ENSG00000239306,Q96PK6
1627,ENSG00000265107,P36382
1628,ENSG00000271824,A0A1B0GUA5
1629,ENSG00000278023,Q8NG50
1630,ENSG00000286920,Q5STR5
1631,ENSG00000004948,P30988
1632,ENSG00000005022,P05141
1633,ENSG00000005206,Q8TCT7
1634,ENSG00000006757,P41247
1635,ENSG00000007264,P42679
1636,ENSG00000007952,Q9Y5S8
1637,ENSG00000023318,Q9BS26
1638,ENSG00000023909,P48507
1639,ENSG00000048405,Q2TB10
1640,ENSG00000057019,Q96PD2
1641,ENSG00000057294,Q99959
1642,ENSG00000060339,Q8IX12
1643,ENSG00000065243,Q16513
1644,ENSG00000075131,Q9BVW5
1645,ENSG00000076248,P13051
1646,ENSG00000077150,Q00653
1647,ENSG00000078687,Q9HCJ0
1648,ENSG00000079689,O76038
1649,ENSG00000079691,Q5VZK9
1650,ENSG00000080546,Q9Y6P5
1651,ENSG00000083750,Q5VZM2
1652,ENSG00000086062,P15291
1653,ENSG00000100342,O14791
1654,ENSG00000101190,Q9UL49
1655,ENSG00000102038,P28370
1656,ENSG00000103066,Q8NCC3
1657,ENSG00000105185,O14737
1658,ENSG00000105278,Q9UPR6
1659,ENSG00000105371,Q14773
1660,ENSG00000105647,O00459
1661,ENSG00000110628,Q96BI1
1662,ENSG00000110921,Q03426
1663,ENSG00000111247,Q96B01
1664,ENSG00000111275,P05091
1665,ENSG00000112033,Q03181
1666,ENSG00000112081,P84103
1667,ENSG00000112739,Q13523
1668,ENSG00000112763,Q7KYR7
1669,ENSG00000113522,Q92878
1670,ENSG00000114857,P30414
1671,ENSG00000115825,O94806
1672,ENSG00000116668,Q5T5J6
1673,ENSG00000117586,P23510
1674,ENSG00000118898,O60437
1675,ENSG00000119729,P17081
1676,ENSG00000119913,Q96PL2
1677,ENSG00000120265,P22061
1678,ENSG00000123352,Q86XZ4
1679,ENSG00000125900,Q9H106
1680,ENSG00000126243,Q9BTN0
1681,ENSG00000130592,P33241
1682,ENSG00000131203,P14902
1683,ENSG00000132530,Q6GPH4
1684,ENSG00000134259,P01138
1685,ENSG00000136045,Q13610
1686,ENSG00000136848,Q5VWQ8
1687,ENSG00000137812,Q8NG31
1688,ENSG00000138398,Q13427
1689,ENSG00000141040,Q9HBT7
1690,ENSG00000142798,P98160
1691,ENSG00000143819,P07099
1692,ENSG00000144233,Q6DCA0
1693,ENSG00000144962,Q9BXB7
1694,ENSG00000149177,Q12913
1695,ENSG00000149507,Q86WS3
1696,ENSG00000149930,Q9UL54
1697,ENSG00000151092,Q96IV0
1698,ENSG00000151148,Q7Z3V4
1699,ENSG00000152056,Q96PC3
1700,ENSG00000152520,Q58A45
1701,ENSG00000153094,O43521
1702,ENSG00000154832,Q9P0U4
1703,ENSG00000155629,Q6ZUJ8
1704,ENSG00000156587,O14933
1705,ENSG00000157020,P55735
1706,ENSG00000158865,Q8WWX8
1707,ENSG00000162419,Q9Y692
1708,ENSG00000163596,Q8NDH6
1709,ENSG00000163827,Q9BYS8
1710,ENSG00000164112,Q4W5P6
1711,ENSG00000164758,Q96HR3
1712,ENSG00000165714,Q969J3
1713,ENSG00000165819,Q86U44
1714,ENSG00000167705,Q96NA2
1715,ENSG00000167770,Q96FW1
1716,ENSG00000167994,Q8TBN0
1717,ENSG00000168811,P29459
1718,ENSG00000169599,Q9UMS0
1719,ENSG00000170365,Q15797
1720,ENSG00000170571,Q6PCB8
1721,ENSG00000172175,Q9UDY8
1722,ENSG00000172687,Q8NE65
1723,ENSG00000174564,Q6UXL0
1724,ENSG00000175711,Q67FW5
1725,ENSG00000175895,Q9H8W4
1726,ENSG00000178665,Q8N859
1727,ENSG00000178882,Q6ZTI6
1728,ENSG00000182264,Q8IYV9
1729,ENSG00000183486,P20592
1730,ENSG00000183762,Q96MU8
1731,ENSG00000185567,Q8IVF2
1732,ENSG00000186118,Q6PEX7
1733,ENSG00000186777,B4DXR9
1734,ENSG00000186862,Q9H5P4
1735,ENSG00000187266,P19235
1736,ENSG00000188171,Q68DY1
1737,ENSG00000188732,A4D161
1738,ENSG00000188782,Q7RTX7
1739,ENSG00000188848,Q6ZU67
1740,ENSG00000196081,A8MTY0
1741,ENSG00000197461,P04085
1742,ENSG00000198752,Q9Y5S2
1743,ENSG00000204498,Q9UBC1
1744,ENSG00000205111,Q5MAI5
1745,ENSG00000213380,Q96MW5
1746,ENSG00000214367,Q68CZ6
1747,ENSG00000215018,Q2UY09
1748,ENSG00000224902,A6NDE8
1749,ENSG00000227051,Q9NPU4
1750,ENSG00000235272,A0A3B3IU46
1751,ENSG00000236287,Q49AG3
1752,ENSG00000241149,A0A1W2PQL4
1753,ENSG00000260596,Q9UBX2
1754,ENSG00000264522,Q6GQQ9
1755,ENSG00000273514,Q3SYB3
1756,ENSG00000279116,Q9GZM6
1757,ENSG00000009830,Q9UKY4
1758,ENSG00000064300,P08138
1759,ENSG00000070785,Q9NR50
1760,ENSG00000083844,O43296
1761,ENSG00000085733,Q14247
1762,ENSG00000090020,P19634
1763,ENSG00000090238,P61236
1764,ENSG00000100290,Q13323
1765,ENSG00000101146,P78406
1766,ENSG00000104325,Q16698
1767,ENSG00000106384,Q86VF5
1768,ENSG00000110711,O00170
1769,ENSG00000111726,Q8NFW8
1770,ENSG00000113361,P55285
1771,ENSG00000113520,P05112
1772,ENSG00000113761,Q9UL40
1773,ENSG00000114026,O15527
1774,ENSG00000114331,Q15057
1775,ENSG00000114353,P04899
1776,ENSG00000114654,Q9HA90
1777,ENSG00000115884,P18827
1778,ENSG00000116761,P32929
1779,ENSG00000117748,P15927
1780,ENSG00000118680,O14950
1781,ENSG00000120875,Q13115
1782,ENSG00000122729,P21399
1783,ENSG00000122756,P26992
1784,ENSG00000124089,P41968
1785,ENSG00000124091,Q6ZNI0
1786,ENSG00000125337,Q9UIL4
1787,ENSG00000125375,Q99766
1788,ENSG00000127152,Q9C0K0
1789,ENSG00000128011,Q9P244
1790,ENSG00000128789,Q969U7
1791,ENSG00000130713,Q13868
1792,ENSG00000130813,Q9NUL5
1793,ENSG00000131242,Q86YS3
1794,ENSG00000132703,P02743
1795,ENSG00000134152,Q9H079
1796,ENSG00000136003,Q9H1K1
1797,ENSG00000136874,P56962
1798,ENSG00000137460,Q9C0D6
1799,ENSG00000138400,Q5I0G3
1800,ENSG00000138641,Q15034
1801,ENSG00000140157,Q8N8Q9
1802,ENSG00000140521,P54098
1803,ENSG00000144834,Q9UI15
1804,ENSG00000145725,O43314
1805,ENSG00000145743,Q9UF56
1806,ENSG00000148634,Q5GLZ8
1807,ENSG00000150281,Q16619
1808,ENSG00000150394,P55286
1809,ENSG00000150893,Q5SZK8
1810,ENSG00000151025,Q5T848
1811,ENSG00000152433,Q8IVP9
1812,ENSG00000160131,Q3ZAQ7
1813,ENSG00000160305,Q14689
1814,ENSG00000162572,P51172
1815,ENSG00000163075,Q4G0U5
1816,ENSG00000163806,Q5MJ70
1817,ENSG00000164488,Q5SW24
1818,ENSG00000164808,Q14159
1819,ENSG00000166405,Q7Z5B4
1820,ENSG00000167065,Q8NEJ0
1821,ENSG00000168092,P68402
1822,ENSG00000168291,P11177
1823,ENSG00000169203,F8W0I5
1824,ENSG00000170955,Q969G5
1825,ENSG00000171262,Q52LJ0
1826,ENSG00000171302,Q8WVQ1
1827,ENSG00000172554,Q9NY99
1828,ENSG00000172731,Q8TCA0
1829,ENSG00000172943,Q9UPP1
1830,ENSG00000173801,P14923
1831,ENSG00000173947,Q8TCI5
1832,ENSG00000174953,Q9H2U1
1833,ENSG00000175879,P13378
1834,ENSG00000176597,Q9BYG0
1835,ENSG00000177189,P51812
1836,ENSG00000178201,Q9GZP7
1837,ENSG00000178403,Q9H2A3
1838,ENSG00000179021,Q5JPI3
1839,ENSG00000179909,Q13106
1840,ENSG00000180644,P14222
1841,ENSG00000182141,P17019
1842,ENSG00000182287,P56377
1843,ENSG00000182534,P84157
1844,ENSG00000183018,Q8IVW8
1845,ENSG00000184330,Q86SG5
1846,ENSG00000184635,P35789
1847,ENSG00000185090,Q5VSG8
1848,ENSG00000186306,Q8NGX3
1849,ENSG00000187513,P35212
1850,ENSG00000187959,A6NMK7
1851,ENSG00000188211,Q68D85
1852,ENSG00000188747,Q86UR1
1853,ENSG00000189409,O75900
1854,ENSG00000196323,Q8NCP5
1855,ENSG00000196417,Q7L2R6
1856,ENSG00000197019,Q9UHV2
1857,ENSG00000197472,Q8IW36
1858,ENSG00000198039,Q14593
1859,ENSG00000203733,A6NN92
1860,ENSG00000203963,Q5JVX7
1861,ENSG00000204248,P13942
1862,ENSG00000205022,A6NDY0
1863,ENSG00000206538,A8MV65
1864,ENSG00000211452,P49895
1865,ENSG00000226685,Q5JQC4
1866,ENSG00000227729,P0DJH9
1867,ENSG00000228474,P0C6T2
1868,ENSG00000232264,Q0WX57
1869,ENSG00000232593,A0A1W2PQU2
1870,ENSG00000237651,A8MZ97
1871,ENSG00000240038,P19961
1872,ENSG00000240857,Q9HBH5
1873,ENSG00000243716,A8MRT5
1874,ENSG00000244476,P60508
1875,ENSG00000254004,Q3ZCT1
1876,ENSG00000259009,P0DV77
1877,ENSG00000268696,P0DPD5
1878,ENSG00000285133,P0DPQ6
1879,ENSG00000006327,Q9NP84
1880,ENSG00000006555,Q5TAA0
1881,ENSG00000010671,Q06187
1882,ENSG00000013374,Q9Y5A7
1883,ENSG00000019144,Q86UU1
1884,ENSG00000023572,Q9NS18
1885,ENSG00000034677,Q9NV58
1886,ENSG00000041357,P25789
1887,ENSG00000060656,Q92729
1888,ENSG00000064651,P55011
1889,ENSG00000064655,O00167
1890,ENSG00000067221,Q9UBI4
1891,ENSG00000068394,Q92917
1892,ENSG00000069998,Q9BXW7
1893,ENSG00000072310,P36956
1894,ENSG00000078668,Q9Y277
1895,ENSG00000089048,Q9H501
1896,ENSG00000091129,Q92823
1897,ENSG00000100253,Q9UGB7
1898,ENSG00000100373,O75631
1899,ENSG00000104518,P57764
1900,ENSG00000104976,Q13487
1901,ENSG00000110880,Q9ULV4
1902,ENSG00000111846,Q8N0V5
1903,ENSG00000112186,P40123
1904,ENSG00000113580,P04150
1905,ENSG00000115274,Q9C086
1906,ENSG00000115904,Q07889
1907,ENSG00000117419,O43414
1908,ENSG00000117676,Q15418
1909,ENSG00000118492,Q8N7X0
1910,ENSG00000118520,P05089
1911,ENSG00000121988,Q5FWF4
1912,ENSG00000122145,Q9Y458
1913,ENSG00000122435,Q9NUP7
1914,ENSG00000123569,Q7Z2G1
1915,ENSG00000124588,P16083
1916,ENSG00000127580,Q96S15
1917,ENSG00000129460,Q8NEJ9
1918,ENSG00000129559,Q15843
1919,ENSG00000130669,O96013
1920,ENSG00000131126,Q9BY14
1921,ENSG00000132821,Q96N03
1922,ENSG00000133020,P13535
1923,ENSG00000133636,P30990
1924,ENSG00000134061,Q99467
1925,ENSG00000135835,Q5VZ46
1926,ENSG00000136867,O15432
1927,ENSG00000137100,O75935
1928,ENSG00000137707,Q9NY30
1929,ENSG00000138136,P52954
1930,ENSG00000138696,O00238
1931,ENSG00000139168,Q8TBF4
1932,ENSG00000139832,Q9NX57
1933,ENSG00000140107,Q6Q0C1
1934,ENSG00000141905,P08651
1935,ENSG00000143032,Q9NY43
1936,ENSG00000143199,Q96PN6
1937,ENSG00000143768,O00292
1938,ENSG00000144481,Q7Z2W7
1939,ENSG00000145908,Q96RE9
1940,ENSG00000149295,P14416
1941,ENSG00000154025,A0PJK1
1942,ENSG00000154274,Q8IY42
1943,ENSG00000154845,Q8TF05
1944,ENSG00000156170,Q330K2
1945,ENSG00000156875,Q96MC6
1946,ENSG00000158445,Q14721
1947,ENSG00000160404,Q8N2E6
1948,ENSG00000160404,Q5JU69
1949,ENSG00000161970,P61254
1950,ENSG00000162482,O95154
1951,ENSG00000163221,P80511
1952,ENSG00000163481,Q96BH1
1953,ENSG00000164171,P17301
1954,ENSG00000165462,O14813
1955,ENSG00000165959,Q96JQ2
1956,ENSG00000166105,Q8NCI6
1957,ENSG00000169282,Q14722
1958,ENSG00000169955,Q9BV97
1959,ENSG00000170075,O60883
1960,ENSG00000172548,Q0D2K0
1961,ENSG00000174606,Q5VTE6
1962,ENSG00000174928,Q6P1S2
1963,ENSG00000175376,Q8N9N8
1964,ENSG00000176177,Q8IYW4
1965,ENSG00000176714,Q6ZUS5
1966,ENSG00000177174,Q8NHC7
1967,ENSG00000177992,Q6ZUB1
1968,ENSG00000178096,Q9Y3E2
1969,ENSG00000178226,Q5K4E3
1970,ENSG00000179222,Q9Y5V3
1971,ENSG00000179772,O43638
1972,ENSG00000180340,Q14332
1973,ENSG00000180574,Q2VIR3
1974,ENSG00000182631,Q9NSD7
1975,ENSG00000182903,Q8TF20
1976,ENSG00000184254,P47895
1977,ENSG00000184697,P56747
1978,ENSG00000184898,Q6ZSC3
1979,ENSG00000185442,Q3ZCQ3
1980,ENSG00000186222,Q9NUP1
1981,ENSG00000186567,Q7Z692
1982,ENSG00000186710,A6NFT4
1983,ENSG00000188124,A6NM03
1984,ENSG00000188368,A6NJB7
1985,ENSG00000188784,Q9NZK7
1986,ENSG00000188917,Q96GJ1
1987,ENSG00000197261,Q5SZD1
1988,ENSG00000198356,O43681
1989,ENSG00000198466,Q96SQ5
1990,ENSG00000198689,Q92581
1991,ENSG00000204642,P30511
1992,ENSG00000205882,Q4QY38
1993,ENSG00000212122,Q9BXA7
1994,ENSG00000213215,Q13607
1995,ENSG00000230778,C9JTQ0
1996,ENSG00000232070,P0C7T8
1997,ENSG00000233050,P0DP73
1998,ENSG00000240871,Q9BYR0
1999,ENSG00000248771,A0A1B0GVY4
2000,ENSG00000250312,Q3SXZ3
2001,ENSG00000003096,Q9P2N7
2002,ENSG00000004766,Q96JG6
2003,ENSG00000004799,Q16654
2004,ENSG00000036054,Q9NUY8
2005,ENSG00000040731,Q9Y6N8
2006,ENSG00000042088,Q9NUW8
2007,ENSG00000064393,Q9H2X6
2008,ENSG00000070444,Q99583
2009,ENSG00000071203,Q9NXJ0
2010,ENSG00000081154,Q8WW12
2011,ENSG00000085872,Q8IWX8
2012,ENSG00000092051,Q96JJ6
2013,ENSG00000100281,Q9UGU5
2014,ENSG00000100490,Q00532
2015,ENSG00000100802,Q9H972
2016,ENSG00000101811,P33240
2017,ENSG00000101883,Q8NHV9
2018,ENSG00000102962,O00626
2019,ENSG00000103126,O15169
2020,ENSG00000105193,P62249
2021,ENSG00000105261,O00110
2022,ENSG00000106952,P32971
2023,ENSG00000108784,P54802
2024,ENSG00000111049,P13349
2025,ENSG00000111087,P08151
2026,ENSG00000111863,Q96IZ2
2027,ENSG00000112031,Q9UGC7
2028,ENSG00000113360,Q9NRR4
2029,ENSG00000115828,Q16769
2030,ENSG00000116141,Q9P0L2
2031,ENSG00000116205,Q96MN5
2032,ENSG00000118729,O14958
2033,ENSG00000120306,Q9H1C7
2034,ENSG00000121057,Q92667
2035,ENSG00000121297,Q63HK5
2036,ENSG00000123358,P22736
2037,ENSG00000124067,Q9UP95
2038,ENSG00000127084,Q5JSP0
2039,ENSG00000130312,Q9BQ48
2040,ENSG00000130758,Q02779
2041,ENSG00000133112,P13693
2042,ENSG00000136813,Q5VYK3
2043,ENSG00000139620,Q9H9L4
2044,ENSG00000139644,P55061
2045,ENSG00000140104,Q96F83
2046,ENSG00000140988,P15880
2047,ENSG00000141469,Q13336
2048,ENSG00000143631,P20930
2049,ENSG00000145715,P20936
2050,ENSG00000146802,Q9H0V1
2051,ENSG00000147082,Q8WWL7
2052,ENSG00000147883,P42772
2053,ENSG00000152147,Q8WXD5
2054,ENSG00000152454,Q9Y2P7
2055,ENSG00000154277,P09936
2056,ENSG00000154473,O43684
2057,ENSG00000155393,Q7Z4Q2
2058,ENSG00000158220,A0FGR9
2059,ENSG00000158710,P37802
2060,ENSG00000159905,Q9UK13
2061,ENSG00000160226,O43822
2062,ENSG00000160299,O95613
2063,ENSG00000161681,Q9Y566
2064,ENSG00000161896,Q96PC2
2065,ENSG00000162129,Q9H078
2066,ENSG00000162366,Q13113
2067,ENSG00000163444,Q8IXX5
2068,ENSG00000163513,P37173
2069,ENSG00000163793,Q8N7S2
2070,ENSG00000163825,Q9BQQ7
2071,ENSG00000163898,Q8WWY8
2072,ENSG00000164326,Q16568
2073,ENSG00000165175,Q9NPA3
2074,ENSG00000165379,Q96NI6
2075,ENSG00000165443,Q96FC7
2076,ENSG00000165837,Q5W0A0
2077,ENSG00000166347,P00167
2078,ENSG00000167641,Q96A00
2079,ENSG00000167863,O75947
2080,ENSG00000168067,Q12851
2081,ENSG00000168303,Q8TAP9
2082,ENSG00000169789,O14603
2083,ENSG00000170092,A6NIY4
2084,ENSG00000170322,Q6P4R8
2085,ENSG00000170381,O15041
2086,ENSG00000171017,Q6NSJ5
2087,ENSG00000171402,Q8WTP9
2088,ENSG00000172663,Q9H6X4
2089,ENSG00000172967,Q5GH77
2090,ENSG00000174206,Q96MD2
2091,ENSG00000175336,Q13790
2092,ENSG00000176136,P33032
2093,ENSG00000177143,Q12798
2094,ENSG00000177468,Q7RTU3
2095,ENSG00000177963,Q9NPQ8
2096,ENSG00000178685,Q53GL7
2097,ENSG00000180071,Q8IVF6
2098,ENSG00000181804,Q8IVB4
2099,ENSG00000182325,Q8N531
2100,ENSG00000183287,Q6UXH8
2101,ENSG00000185010,P00451
2102,ENSG00000185985,Q9H156
2103,ENSG00000186453,Q86W67
2104,ENSG00000186509,Q8NGQ5
2105,ENSG00000187555,Q93009
2106,ENSG00000188419,P24386
2107,ENSG00000188505,Q6ZVX7
2108,ENSG00000196118,A1A4V9
2109,ENSG00000196184,P30954
2110,ENSG00000196834,P0CG38
2111,ENSG00000197050,Q8TAQ5
2112,ENSG00000197119,Q8N8R3
2113,ENSG00000198648,Q9UEW8
2114,ENSG00000198755,P62906
2115,ENSG00000198816,Q9NW07
2116,ENSG00000204138,Q8IZ21
2117,ENSG00000204315,Q9UIM3
2118,ENSG00000213221,Q5SXM8
2119,ENSG00000213585,P21796
2120,ENSG00000214360,A8MZ26
2121,ENSG00000214860,A8MZ36
2122,ENSG00000231213,A0PG75
2123,ENSG00000236126,Q5JQC4
2124,ENSG00000248329,P0DMC3
2125,ENSG00000250565,Q96A05
2126,ENSG00000282881,A0A0U1RQS6
2127,ENSG00000001461,Q6P499
2128,ENSG00000008226,Q9Y238
2129,ENSG00000066382,Q15777
2130,ENSG00000068120,Q13057
2131,ENSG00000070501,P06746
2132,ENSG00000071894,Q10570
2133,ENSG00000073350,Q6P1M3
2134,ENSG00000074660,Q14162
2135,ENSG00000075426,P15408
2136,ENSG00000081014,Q9UPM8
2137,ENSG00000086015,Q6P0Q8
2138,ENSG00000100784,O75582
2139,ENSG00000101197,Q96CA5
2140,ENSG00000101335,P24844
2141,ENSG00000101938,Q9BU40
2142,ENSG00000102524,Q9Y275
2143,ENSG00000102763,A3KMH1
2144,ENSG00000102908,O94916
2145,ENSG00000103355,Q8NF86
2146,ENSG00000103942,Q9NSB8
2147,ENSG00000104341,Q86VI4
2148,ENSG00000105298,Q8WUQ7
2149,ENSG00000108306,Q96IG2
2150,ENSG00000109101,O15353
2151,ENSG00000109929,O75845
2152,ENSG00000112309,Q9NPZ5
2153,ENSG00000112667,O43598
2154,ENSG00000114054,P05166
2155,ENSG00000115325,Q99704
2156,ENSG00000117461,Q92569
2157,ENSG00000117525,P13726
2158,ENSG00000118946,O14917
2159,ENSG00000119421,P51970
2160,ENSG00000119705,Q9GZT3
2161,ENSG00000121931,Q5T3J3
2162,ENSG00000123143,Q16512
2163,ENSG00000125611,Q9BSY4
2164,ENSG00000126903,P09131
2165,ENSG00000129158,Q9UGK8
2166,ENSG00000130338,Q9NRJ4
2167,ENSG00000131013,Q8WUA2
2168,ENSG00000131650,Q8NCW0
2169,ENSG00000132394,P57772
2170,ENSG00000133878,Q9BV47
2171,ENSG00000134086,P40337
2172,ENSG00000134452,Q8NFZ0
2173,ENSG00000134824,O95864
2174,ENSG00000136270,Q969Z0
2175,ENSG00000136371,P49914
2176,ENSG00000136811,Q5BJF6
2177,ENSG00000137817,Q2NL67
2178,ENSG00000138134,Q96FJ0
2179,ENSG00000139687,P06400
2180,ENSG00000141013,O95995
2181,ENSG00000141577,Q9UPN4
2182,ENSG00000142188,P56557
2183,ENSG00000143847,O75335
2184,ENSG00000145416,Q8TCQ1
2185,ENSG00000146083,Q7L0R7
2186,ENSG00000146453,Q8NA58
2187,ENSG00000147419,Q86WR0
2188,ENSG00000150048,Q8NC01
2189,ENSG00000150261,Q8NGG5
2190,ENSG00000153246,Q13018
2191,ENSG00000153266,Q8TBJ5
2192,ENSG00000153936,Q7LGA3
2193,ENSG00000157654,Q9Y2D5
2194,ENSG00000158816,Q5TIE3
2195,ENSG00000162745,Q68BL8
2196,ENSG00000162949,Q6MZZ7
2197,ENSG00000163430,Q12841
2198,ENSG00000163464,P25024
2199,ENSG00000163600,Q9Y6W8
2200,ENSG00000163689,Q6ZVT6
2201,ENSG00000163803,Q6P1J6
2202,ENSG00000164211,Q96DR4
2203,ENSG00000165617,Q9NYF0
2204,ENSG00000165669,Q9H8W3
2205,ENSG00000166024,Q7Z5L2
2206,ENSG00000166793,Q96NS1
2207,ENSG00000167037,Q2NKQ1
2208,ENSG00000167104,Q8NFQ5
2209,ENSG00000167654,Q86WG3
2210,ENSG00000167977,Q9NXV2
2211,ENSG00000168890,Q86TG1
2212,ENSG00000171195,Q8TAX7
2213,ENSG00000171222,P57086
2214,ENSG00000171823,Q8N1E6
2215,ENSG00000173578,P46094
2216,ENSG00000175449,Q8TAC1
2217,ENSG00000180739,Q9H228
2218,ENSG00000181752,Q8NH50
2219,ENSG00000182103,A6NEQ2
2220,ENSG00000184220,Q9BQ75
2221,ENSG00000184304,Q15139
2222,ENSG00000184616,P0DUX1
2223,ENSG00000184743,Q6DD88
2224,ENSG00000185920,Q13635
2225,ENSG00000186439,Q13061
2226,ENSG00000187147,Q5VTB9
2227,ENSG00000188817,A6NMZ2
2228,ENSG00000188883,A4D1S0
2229,ENSG00000189127,A5PLL1
2230,ENSG00000196290,Q9GZT8
2231,ENSG00000197279,P49910
2232,ENSG00000198445,Q96SF2
2233,ENSG00000198856,Q9NRP0
2234,ENSG00000204614,Q6P9F5
2235,ENSG00000204839,A6NGR9
2236,ENSG00000205884,Q30KP8
2237,ENSG00000213079,Q9UPN6
2238,ENSG00000214700,A8MTZ7
2239,ENSG00000224470,P0C7T5
2240,ENSG00000229674,A0A3B3IU63
2241,ENSG00000231051,Q0WX57
2242,ENSG00000235780,Q0WX57
2243,ENSG00000236444,A0A1B0GUS4
2244,ENSG00000240021,Q5T0J7
2245,ENSG00000250067,A6XGL0
2246,ENSG00000257108,P0CG21
2247,ENSG00000268916,Q9Y5P2
2248,ENSG00000284680,Q96RD0
2249,ENSG00000030110,Q16611
2250,ENSG00000047457,P00450
2251,ENSG00000060237,Q9H4A3
2252,ENSG00000064199,Q15506
2253,ENSG00000065923,Q96T83
2254,ENSG00000070778,Q16825
2255,ENSG00000072042,Q8TC12
2256,ENSG00000081138,Q9ULB5
2257,ENSG00000081277,Q13835
2258,ENSG00000082512,O00463
2259,ENSG00000089022,Q8IW41
2260,ENSG00000105220,P06744
2261,ENSG00000105855,P26012
2262,ENSG00000107341,Q712K3
2263,ENSG00000108039,Q9NQW7
2264,ENSG00000109606,O43143
2265,ENSG00000112562,Q9H3U7
2266,ENSG00000115604,Q13478
2267,ENSG00000116691,Q5JXC2
2268,ENSG00000116824,P06729
2269,ENSG00000118260,P16220
2270,ENSG00000118705,P04844
2271,ENSG00000118785,P10451
2272,ENSG00000119673,P49753
2273,ENSG00000121274,Q8NDF8
2274,ENSG00000122584,P58417
2275,ENSG00000123572,Q7Z2Y5
2276,ENSG00000123728,Q9Y3L5
2277,ENSG00000124613,Q9UJN7
2278,ENSG00000125779,Q9BZ23
2279,ENSG00000125912,Q969V3
2280,ENSG00000125977,P20042
2281,ENSG00000126262,O15552
2282,ENSG00000127526,Q96K37
2283,ENSG00000127804,Q86W50
2284,ENSG00000129221,Q9NZN9
2285,ENSG00000130508,Q92626
2286,ENSG00000132122,Q9NWH7
2287,ENSG00000134077,Q9BV44
2288,ENSG00000135426,A2RU30
2289,ENSG00000138286,Q96BN6
2290,ENSG00000138686,Q8IWZ6
2291,ENSG00000138769,Q92772
2292,ENSG00000138813,Q53FE4
2293,ENSG00000139567,P37023
2294,ENSG00000140030,Q8IYL9
2295,ENSG00000140873,Q8TE60
2296,ENSG00000141433,P18509
2297,ENSG00000142208,P31749
2298,ENSG00000142657,P52209
2299,ENSG00000143376,Q96L92
2300,ENSG00000146833,Q9C037
2301,ENSG00000146834,Q7L2J0
2302,ENSG00000146918,Q86XI2
2303,ENSG00000149646,Q96M20
2304,ENSG00000151023,Q8TC29
2305,ENSG00000152154,Q8NBL3
2306,ENSG00000154134,Q96MS0
2307,ENSG00000156521,Q2T9J0
2308,ENSG00000157637,Q9HBR0
2309,ENSG00000162391,Q8WW52
2310,ENSG00000162461,Q6PIV7
2311,ENSG00000163686,Q9BV23
2312,ENSG00000164176,O43854
2313,ENSG00000164237,Q96DG6
2314,ENSG00000164574,Q86SR1
2315,ENSG00000164626,O95279
2316,ENSG00000164932,Q96CG8
2317,ENSG00000165168,P04839
2318,ENSG00000165501,Q96L50
2319,ENSG00000165891,Q96AV8
2320,ENSG00000166073,Q14439
2321,ENSG00000166592,P55042
2322,ENSG00000167394,Q96K58
2323,ENSG00000168703,Q8WWY7
2324,ENSG00000169714,P62633
2325,ENSG00000170456,Q6ZUT9
2326,ENSG00000170775,O15354
2327,ENSG00000172487,Q8NGP2
2328,ENSG00000175040,Q9Y4C5
2329,ENSG00000175294,Q8NEC5
2330,ENSG00000176248,Q9UJX6
2331,ENSG00000177098,Q8IWT1
2332,ENSG00000177426,Q15583
2333,ENSG00000178531,P60606
2334,ENSG00000178750,Q8N4C7
2335,ENSG00000180901,Q14681
2336,ENSG00000181234,Q8N3T6
2337,ENSG00000182583,Q9H320
2338,ENSG00000183090,P0C091
2339,ENSG00000183624,Q96FZ2
2340,ENSG00000185158,Q96QE4
2341,ENSG00000185177,Q96JC4
2342,ENSG00000185236,Q15907
2343,ENSG00000186143,Q53SZ7
2344,ENSG00000186160,Q86W10
