From	To
Q15369	4W9C
Q15369	4W9D
Q15369	4W9E
Q15369	4W9F
Q15369	4W9G
Q15369	4W9H
Q15369	4W9I
Q15369	4W9J
Q15369	4W9K
Q15369	4W9L
Q15369	4WQO
Q15369	5BO4
Q15369	5LLI
Q15369	5N4W
Q15369	5NVV
Q15369	5NVW
Q15369	5NVX
Q15369	5NVY
Q15369	5NVZ
Q15369	5NW0
Q15369	5NW1
Q15369	5NW2
Q15369	5T35
Q15369	6BVB
Q15369	6C5X
Q15369	6FMI
Q15369	6FMJ
Q15369	6FMK
Q15369	6GFX
Q15369	6GFY
Q15369	6GFZ
Q15369	6GMN
Q15369	6GMQ
Q15369	6GMR
Q15369	6GMX
Q15369	6HAX
Q15369	6HAY
Q15369	6HR2
Q15369	6I4X
Q15369	6I5J
Q15369	6I5N
Q15369	6I7R
Q15369	6P59
Q15369	6R7F
Q15369	6R7H
Q15369	6R7N
Q15369	6SIS
Q15369	6V9H
Q15369	6ZHC
Q15369	7CJB
Q15369	7JTO
Q15369	7JTP
Q15369	7KHH
Q15369	7M6T
Q15369	7PI4
Q15369	7PLO
Q15369	7Q2J
Q15369	7S4E
Q15369	7UPN
Q15369	7Z6L
Q15369	7Z76
Q15369	7Z77
Q15369	7ZLM
Q15369	7ZLN
Q15369	7ZLO
Q15369	7ZLP
Q15369	7ZLR
Q15369	7ZLS
Q15369	7ZNT
Q15369	8BB2
Q15369	8BB3
Q15369	8BB4
Q15369	8BB5
Q15369	8BDI
Q15369	8BDJ
Q15369	8BDL
Q15369	8BDM
Q15369	8BDN
Q15369	8BDO
Q15369	8BDS
Q15369	8BDT
Q15369	8BDX
Q15369	8BEB
Q15369	8C13
Q15369	8CQE
Q15369	8CQK
Q15369	8CQL
Q15369	8CX0
Q15369	8CX1
Q15369	8CX2
Q15369	8EBN
Q15369	8EI3
Q15369	8EWV
Q15369	8FVI
Q15369	8FVJ
Q15369	8FY0
Q15369	8FY1
Q15369	8FY2
Q15369	8G1P
Q15369	8G1Q
Q15369	8IJ1
Q15369	8JAL
Q15369	8JAQ
Q15369	8JAR
Q15369	8JAS
Q15369	8JAU
Q15369	8JAV
Q15369	8JE1
Q15369	8JE2
Q15369	8OEV
Q15369	8OEW
Q15369	8OF0
Q15369	8OKX
Q15369	8OL1
Q15369	8P0F
Q15369	8PC2
Q15369	8PQL
Q15369	8Q7R
Q15369	8QJR
Q15369	8QJS
Q15369	8QU8
Q15369	8QVU
Q15369	8QW6
Q15369	8QW7
Q15369	8R5H
Q15369	8SH2
Q15369	8SZK
Q15369	8VL9
Q15369	8VLB
Q15369	8WQA
Q15369	8WQB
Q15369	8WQC
Q15369	8WQE
Q15369	8WQF
Q15369	8WQG
Q15369	8WQH
Q15369	9BJU
Q15369	9BOL
Q15369	9EQJ
Q15369	9EQM
P98073	4DGJ
P98073	6ZOV
P98073	7WQX
P18859	8H9G
P18859	8H9K
P18859	8H9N
P18859	8H9R
P18859	8H9S
P18859	8H9T
P18859	8H9U
P18859	8H9V
P18859	8KI3
P21283	6WM2
P21283	6WM3
P21283	6WM4
P21283	7U4T
P21283	7UNF
Q13009	2D8I
Q13009	3KZD
Q13009	3KZE
Q13009	4GVC
Q13009	4GVD
Q13009	4K2O
Q13009	4K2P
Q13009	4NXP
Q13009	4NXQ
Q13009	4NXR
Q6ZW49	3SQD
Q01130	2KN4
Q01130	2LEA
Q01130	2LEB
Q01130	2LEC
P55089	2RMF
P55089	3N96
P55089	6PB0
P55089	6PB1
P55089	7TRY
P55089	7TS0
Q9BQS8	5CX3
Q9BQS8	5D94
Q9BQS8	7BQI
P08758	1ANW
P08758	1ANX
P08758	1AVH
P08758	1AVR
P08758	1HAK
P08758	1HVD
P08758	1HVE
P08758	1HVF
P08758	1HVG
P08758	1SAV
P08758	2XO2
P08758	2XO3
P08758	6K22
P08758	6K25
P08758	8GYC
P08758	8H0J
P08758	8H9Z
Q63HQ2	7ZC9
Q63HQ2	7ZCB
Q63HQ2	8D1B
Q8NEN9	7F6J
Q13586	2K60
Q13586	2MAJ
Q13586	2MAK
Q13586	3TEQ
Q13586	4O9B
Q13586	6YEL
Q9NX09	3LQ9
Q9NX09	7MOP
Q15019	2QA5
Q15019	2QAG
Q15019	2QNR
Q15019	6UPA
Q15019	6UPQ
Q15019	6UPR
Q15019	7M6J
Q8WYH8	3C6W
Q8WYH8	5ME8
Q8WYH8	5MTO
P51692	6MBW
P51692	6MBZ
Q9H4I2	2DA5
Q9H4I2	2DN0
P53990	3FRR
P53990	3FRS
P53990	3JC1
P53990	4U7E
P53990	4U7I
P53990	4U7Y
P53990	4WZX
P53990	6E8G
P53990	6TZ4
P53990	6TZ5
P53990	6TZA
P53990	7S7J
P53990	8UC6
P63261	5JLH
P63261	6CXI
P63261	6CXJ
P63261	6G2T
P63261	6V62
P63261	6V63
P63261	6WK1
P63261	6WK2
P63261	7NVM
P63261	8DNF
Q96P65	8WZ2
Q96P65	8ZH8
P49789	1FHI
P49789	1FIT
P49789	2FHI
P49789	2FIT
P49789	3FIT
P49789	4FIT
P49789	5FIT
P49789	6FIT
P49789	7P8P
P46597	4A6D
P46597	4A6E
Q9Y2Q3	1YZX
Q9Y2Q3	3RPN
Q9Y2Q3	3RPP
Q9NQT8	2COW
Q9NQT8	3FM8
Q9NQT8	3GBJ
Q9NQT8	3MDB
Q9Y2H1	5XQZ
A0A2R8Y7D0	7MRJ
O95868	7S4G
P22304	5FQL
P22304	6IOZ
O60449	7JPT
O60449	7JPU
O60449	8HBC
O60449	8K8H
P08754	2IHB
P08754	2ODE
P08754	2V4Z
P08754	4G5O
P08754	4G5R
P08754	4G5S
P08754	7E9H
P08754	7KH0
P08754	7RA3
P08754	7RGP
P08754	7T10
P08754	7T11
P08754	7X6I
P08754	8GVX
P08754	8JD6
P08754	8K9L
P08754	8OY1
P08754	8SZH
P08754	8SZI
P08754	9AVL
P17947	8E3K
P17947	8E3R
P17947	8E4H
P17947	8E5Y
P17947	8EBH
P17947	8EE9
P17947	8EJ6
P17947	8EJ8
P17947	8EK3
P17947	8EK8
P17947	8EKJ
P17947	8EKU
P17947	8EKV
P17947	8EKZ
P17947	8EM9
P17947	8EMD
P17947	8ENG
P17947	8EO1
P17947	8EO4
P17947	8EQG
P17947	8EQK
P17947	8EQL
P17947	8T9U
P17947	8UFF
P17947	8UFK
P17947	8UFZ
P17947	8UHK
P17947	8V9N
P17947	8VDH
P17947	8VDI
Q9GZY6	3MAZ
Q9Y5X3	1SYS
Q9Y5X3	5TGH
Q9Y5X3	5TGI
Q9Y5X3	5TGJ
Q9Y5X3	5WY2
Q9Y5X3	6N5X
Q9Y5X3	6N5Y
Q9Y5X3	6N5Z
Q9Y5X3	8A1G
Q9Y5X3	8ABQ
Q9Y5X3	8AFZ
O00311	4F99
O00311	4F9A
O00311	4F9B
O00311	4F9C
O00311	5UWQ
O00311	5UWR
O00311	6YA6
O00311	6YA7
O00311	6YA8
Q9H1I8	2DI0
Q9H1I8	6YXQ
Q9H3E2	5WOE
Q9H3E2	7SR1
Q9H3E2	7SR2
O14776	2DK7
O14776	2DOD
O14776	2DOE
O14776	2DOF
O14776	2E71
O14776	2KIQ
O14776	2KIS
O14776	2MW9
O14776	2MWA
O14776	2MWB
O14776	2MWD
O14776	2MWE
O14776	2MWF
O14776	2N4R
O14776	2N4S
O14776	2N4T
O14776	2N4U
O14776	2N4V
O14776	2N4W
O14776	2NNT
O14776	3HFH
O14776	3Q1I
O14776	4FQG
O14776	7ABF
O14776	7ABG
O14776	8Q7N
O14776	8QO9
P41182	1R28
P41182	1R29
P41182	1R2B
P41182	2EN2
P41182	2EOS
P41182	2LCE
P41182	2YRM
P41182	3BIM
P41182	3E4U
P41182	3LBZ
P41182	4CP3
P41182	4U2M
P41182	5H7G
P41182	5H7H
P41182	5MW2
P41182	5MW6
P41182	5MWD
P41182	5N1X
P41182	5N1Z
P41182	5N20
P41182	5N21
P41182	5X4M
P41182	5X4N
P41182	5X4O
P41182	5X4P
P41182	5X4Q
P41182	5X9O
P41182	5X9P
P41182	6C3L
P41182	6C3N
P41182	6CQ1
P41182	6EW6
P41182	6EW7
P41182	6EW8
P41182	6TBT
P41182	6TCJ
P41182	6TOF
P41182	6TOG
P41182	6TOH
P41182	6TOI
P41182	6TOJ
P41182	6TOK
P41182	6TOL
P41182	6TOM
P41182	6TON
P41182	6TOO
P41182	6XMX
P41182	6XWF
P41182	6XXS
P41182	6XYX
P41182	6XZZ
P41182	6Y17
P41182	6ZBU
P41182	7BDE
P41182	7LWE
P41182	7LWF
P41182	7LWG
P41182	7LZQ
P41182	7LZR
P41182	7LZS
P41182	7OKD
P41182	7OKE
P41182	7OKF
P41182	7OKG
P41182	7OKH
P41182	7OKI
P41182	7OKJ
P41182	7OKK
P41182	7OKL
P41182	7OKM
P41182	7Q7R
P41182	7Q7S
P41182	7Q7T
P41182	7Q7U
P41182	7Q7V
P41182	7QK0
P41182	7RUW
P41182	7RUX
P41182	7RUY
P41182	7RUZ
P41182	7RV0
P41182	7RV1
P41182	7RV2
P41182	7RV3
P41182	7RV4
P41182	7RV5
P41182	7RV6
P41182	7RV7
P41182	7RV8
P41182	7RV9
P41182	7T0S
P41182	7T0T
P41182	7T0U
P41182	7ZWN
P41182	7ZWO
P41182	7ZWP
P41182	7ZWQ
P41182	7ZWR
P41182	7ZWS
P41182	7ZWT
P41182	7ZWU
P41182	7ZWV
P41182	7ZWW
P41182	7ZWX
P41182	7ZWY
P41182	7ZWZ
P41182	8AS9
P41182	8C78
P83731	4UG0
P83731	4V6X
P83731	5A2Q
P83731	5AJ0
P83731	5LKS
P83731	5T2C
P83731	6IP5
P83731	6IP6
P83731	6IP8
P83731	6LQM
P83731	6LSR
P83731	6OLE
P83731	6OLF
P83731	6OLG
P83731	6OLI
P83731	6OLZ
P83731	6OM0
P83731	6OM7
P83731	6QZP
P83731	6W6L
P83731	6XA1
P83731	6Y0G
P83731	6Y2L
P83731	6Y57
P83731	6Y6X
P83731	6Z6L
P83731	6Z6M
P83731	6Z6N
P83731	6ZM7
P83731	6ZME
P83731	6ZMI
P83731	6ZMO
P83731	7BHP
P83731	7F5S
P83731	7OW7
P83731	7XNX
P83731	7XNY
P83731	8A3D
P83731	8G5Y
P83731	8G60
P83731	8G61
P83731	8G6J
P83731	8GLP
P83731	8IFD
P83731	8IFE
P83731	8JDJ
P83731	8JDK
P83731	8JDL
P83731	8JDM
P83731	8K2C
P83731	8OHD
P83731	8OJ0
P83731	8OJ5
P83731	8OJ8
P83731	8QFD
P83731	8QOI
P83731	8XSX
P83731	8XSY
P83731	8XSZ
P83731	8Y0W
P83731	8Y0X
P83731	8YOO
P83731	8YOP
P83731	9G8M
P83731	9GMO
O00141	2R5T
O00141	3HDM
O00141	3HDN
O00141	7PUE
Q9HD23	8IP3
Q9HD23	8IP4
Q9HD23	8IP5
Q9HD23	8IP6
Q9HD23	8TS1
Q9HD23	8TS2
Q9HD23	8TS3
Q9HD23	8TUL
Q9HD23	8TUP
O15541	5Z56
O15541	5Z58
O15541	6FF4
O15541	6FF7
O15541	7DVQ
O15541	7QTT
O15541	8CH6
O15541	8I0R
O15541	8I0S
O15541	8I0T
O15541	8I0U
P16435	1B1C
P16435	3FJO
P16435	3QE2
P16435	3QFC
P16435	3QFR
P16435	3QFS
P16435	3QFT
P16435	5EMN
P16435	5FA6
Q5RL73	7DVQ
P17752	1MLW
P17752	3HF6
P17752	3HF8
P17752	3HFB
P17752	5J6D
P17752	5L01
P17752	5TPG
P17752	7ZIF
P17752	7ZIG
P17752	7ZIH
P17752	7ZII
P17752	7ZIJ
P17752	7ZIK
P17752	8CJI
P17752	8CJJ
P17752	8CJK
P17752	8CJL
P17752	8CJM
P17752	8CJN
P17752	8CJO
P50461	2O10
P50461	2O13
P61803	6S7O
P61803	6S7T
P61803	8B6L
P61803	8PN9
P61353	4UG0
P61353	4V6X
P61353	5AJ0
P61353	5LKS
P61353	5T2C
P61353	6IP5
P61353	6IP6
P61353	6IP8
P61353	6LQM
P61353	6LSR
P61353	6LSS
P61353	6LU8
P61353	6OLE
P61353	6OLF
P61353	6OLG
P61353	6OLI
P61353	6OLZ
P61353	6OM0
P61353	6OM7
P61353	6QZP
P61353	6W6L
P61353	6XA1
P61353	6Y0G
P61353	6Y2L
P61353	6Y57
P61353	6Y6X
P61353	6Z6L
P61353	6Z6M
P61353	6Z6N
P61353	6ZM7
P61353	6ZME
P61353	6ZMI
P61353	6ZMO
P61353	7BHP
P61353	7F5S
P61353	7OW7
P61353	8A3D
P61353	8FKY
P61353	8FKZ
P61353	8FL2
P61353	8FL3
P61353	8FL4
P61353	8FL6
P61353	8FL7
P61353	8FL9
P61353	8FLA
P61353	8FLB
P61353	8FLC
P61353	8FLD
P61353	8FLE
P61353	8FLF
P61353	8G5Y
P61353	8G5Z
P61353	8G60
P61353	8G61
P61353	8G6J
P61353	8GLP
P61353	8IDT
P61353	8IDY
P61353	8IE3
P61353	8IFD
P61353	8IFE
P61353	8INE
P61353	8INF
P61353	8INK
P61353	8IPD
P61353	8IPX
P61353	8IPY
P61353	8IR1
P61353	8IR3
P61353	8JDJ
P61353	8JDK
P61353	8JDL
P61353	8JDM
P61353	8K2C
P61353	8OHD
P61353	8OJ0
P61353	8OJ5
P61353	8OJ8
P61353	8QFD
P61353	8QOI
P61353	8XSX
P61353	8XSY
P61353	8XSZ
P61353	8Y0W
P61353	8Y0X
P61353	8YOO
P61353	8YOP
P61353	9G8M
P61353	9GMO
Q9UKK6	1JKG
Q9UKK6	1JN5
Q9UKK6	4WYK
Q9UKK6	6E5U
P57735	2OIL
P57735	3TSO
Q14896	1GXE
Q14896	1PD6
Q14896	2AVG
Q14896	2K1M
Q14896	2MQ0
Q14896	2MQ3
Q14896	2V6H
Q14896	3CX2
Q14896	5K6P
Q14896	6CXI
Q14896	6CXJ
Q14896	6G2T
Q14896	7LRG
Q14896	7TIJ
Q14896	7TIT
Q14896	7TJ7
Q14896	8G4L
O75348	6WLZ
O75348	6WM2
O75348	6WM3
O75348	6WM4
O75348	7U4T
O75348	7UNF
P01106	1A93
P01106	1EE4
P01106	1MV0
P01106	1NKP
P01106	2A93
P01106	2OR9
P01106	4Y7R
P01106	5I4Z
P01106	5I50
P01106	6C4U
P01106	6E16
P01106	6E24
P01106	6G6J
P01106	6G6K
P01106	6G6L
P01106	7T1Y
P01106	7T1Z
P01106	8J2Q
P01106	8OTS
P01106	8OTT
P01106	8Q1N
P01106	8WLG
P01106	8X8S
P01106	8X8V
Q8N9N2	8TLY
P12429	1AII
P12429	1AXN
P49458	1E8O
P49458	1E8S
P49458	1RY1
P49458	4UYJ
P49458	4UYK
P49458	5AOX
P49458	7NFX
Q9Y5M8	7NFX
P48995	8WPL
P48995	8WPM
Q96PU4	1WY8
Q96PU4	1Z6U
Q96PU4	2E6S
Q96PU4	3OLN
Q96PU4	4PW5
Q96PU4	4PW6
Q96PU4	4PW7
Q96PU4	4TVR
Q96PU4	5YCO
Q96E11	6NU2
Q96E11	6ZS9
Q96E11	7L08
Q96E11	7L20
Q96E11	7NSH
Q96E11	7NSI
Q155Q3	3PZ7
Q9H974	7NQ4
Q9H974	8OMR
Q01543	1FLI
Q01543	1X66
Q01543	2YTU
Q01543	5E8G
Q01543	5E8I
Q01543	5JVT
Q01543	6VG2
Q01543	6VG8
Q01543	6VGD
Q15678	2BZL
Q15678	6IWD
Q15678	6JJW
Q15118	2Q8F
Q15118	2Q8G
Q15118	2Q8H
Q969Q1	2D8U
Q969Q1	3DDT
Q969Q1	4M3L
O60318	4DHX
Q6IQ20	4QN9
Q6IQ20	8P90
Q6IQ20	8P96
Q6IQ20	8PC4
P14207	4KMY
P14207	4KMZ
P14207	4KN0
P14207	4KN1
P14207	4KN2
Q6QEF8	7KYX
P23919	1E2D
P23919	1E2E
P23919	1E2F
P23919	1E2G
P23919	1E2Q
P23919	1E98
P23919	1E99
P23919	1E9A
P23919	1E9B
P23919	1E9C
P23919	1E9D
P23919	1E9E
P23919	1E9F
P23919	1NMX
P23919	1NMY
P23919	1NMZ
P23919	1NN0
P23919	1NN1
P23919	1NN3
P23919	1NN5
P23919	2XX3
Q9UK73	6LBF
Q9UK73	7CNG
Q9UK73	7EL6
Q9UK73	8IJ1
Q9UK73	8JE1
Q9UK73	8JE2
Q9UK73	8WQA
Q9UK73	8WQB
Q9UK73	8WQC
Q9UK73	8WQD
Q9UK73	8WQE
Q9UK73	8WQF
Q9UK73	8WQG
Q9UK73	8WQH
Q9UK73	8WQI
P47897	4R3Z
P47897	4YE6
P47897	4YE8
P47897	4YE9
Q99731	2MP1
Q99731	7STA
Q9ULJ3	1WJP
P04818	1HVY
P04818	1HW3
P04818	1HW4
P04818	1HZW
P04818	1I00
P04818	1JU6
P04818	1JUJ
P04818	1YPV
P04818	2ONB
P04818	2RD8
P04818	2RDA
P04818	3EAW
P04818	3EBU
P04818	3ED7
P04818	3EDW
P04818	3EF9
P04818	3EGY
P04818	3EHI
P04818	3EJL
P04818	3GG5
P04818	3GH0
P04818	3GH2
P04818	3H9K
P04818	3HB8
P04818	3N5E
P04818	3N5G
P04818	3OB7
P04818	4E28
P04818	4FGT
P04818	4G2O
P04818	4G6W
P04818	4GD7
P04818	4GYH
P04818	4H1I
P04818	4JEF
P04818	4KPW
P04818	4O1U
P04818	4O1X
P04818	4UP1
P04818	5HS3
P04818	5WRN
P04818	5X4W
P04818	5X4X
P04818	5X4Y
P04818	5X5A
P04818	5X5D
P04818	5X5Q
P04818	5X66
P04818	5X67
P04818	5X69
P04818	6OJU
P04818	6OJV
P04818	6PF3
P04818	6PF4
P04818	6PF5
P04818	6PF6
P04818	6QXG
P04818	6QXH
P04818	6QYQ
P04818	6R2E
P04818	6ZXO
Q8TD84	1VA9
P15391	6AL5
P15391	7JIC
P15391	7URV
P15391	7URX
Q5T5X7	5JNO
Q5T5X7	7W27
Q9H4P4	2FZP
Q9H4P4	2GWF
Q5T890	6HQ9
Q5T890	8COB
Q7RTR0	6Z2G
Q7RTR0	7BSO
P21333	2AAV
P21333	2BP3
P21333	2BRQ
P21333	2J3S
P21333	2JF1
P21333	2K3T
P21333	2K7P
P21333	2K7Q
P21333	2MTP
P21333	2W0P
P21333	2WFN
P21333	3CNK
P21333	3HOC
P21333	3HOP
P21333	3HOR
P21333	3ISW
P21333	3RGH
P21333	4M9P
P21333	4P3W
P21333	5XR1
P21333	6D8C
P21333	6EW1
P21333	7SC4
P21333	7SFT
Q14203	1TXQ
Q14203	2COY
Q14203	2HKN
Q14203	2HKQ
Q14203	2HL3
Q14203	2HL5
Q14203	2HQH
Q14203	3E2U
Q14203	3TQ7
A8MYU2	4HPF
O75340	2ZN8
O75340	2ZN9
O75340	2ZND
O75340	2ZNE
O75340	2ZRS
O75340	2ZRT
O75340	3AAJ
O75340	3AAK
O75340	3WXA
O75340	5GQQ
Q9UHF4	4DOH
Q9NRX4	2AI6
Q9NRX4	2HW4
Q9NRX4	2NMM
Q9NRX4	2OZW
Q9NRX4	2OZX
Q9Y2X3	7MQ8
Q9Y2X3	7MQ9
Q9Y2X3	7MQA
P23588	1WI8
P23588	2J76
P23588	6FEC
Q8TBB1	3B76
Q8TBB1	5H7R
Q8TBB1	5H7S
Q14966	6SXW
O60307	1V9V
O60307	3KHF
P09601	1N3U
P09601	1N45
P09601	1NI6
P09601	1OYK
P09601	1OYL
P09601	1OZE
P09601	1OZL
P09601	1OZR
P09601	1OZW
P09601	1S13
P09601	1S8C
P09601	1T5P
P09601	1TWN
P09601	1TWR
P09601	1XJZ
P09601	1XK0
P09601	1XK1
P09601	1XK2
P09601	1XK3
P09601	3CZY
P09601	3HOK
P09601	3K4F
P09601	3TGM
P09601	4WD4
P09601	5BTQ
P09601	6EHA
O75150	8GUI
O75150	8GUJ
O75150	8IEJ
Q9NVM6	2D9O
Q9Y2H9	2M9X
Q9Y2H9	3PS4
Q9H0W8	6L54
Q9H0W8	6SYT
Q9H0W8	6Z3R
Q9H0W8	7PW4
Q9H0W8	7PW5
Q9H0W8	7PW7
Q9H0W8	7PW8
Q9H0W8	7PW9
Q9H0W8	8FE7
Q9UNL4	2K1J
Q9UNL4	2M1R
Q9UNL4	2PNX
Q9UNL4	2VNF
Q9UNL4	4AFL
P11488	3RBQ
O00482	1YOK
O00482	1YUC
O00482	1ZDU
O00482	2A66
O00482	3PLZ
O00482	3TX7
O00482	4DOR
O00482	4DOS
O00482	4IS8
O00482	4ONI
O00482	4PLD
O00482	4PLE
O00482	4RWV
O00482	5L0M
O00482	5L11
O00482	5SYZ
O00482	5UNJ
O00482	6OQX
O00482	6OQY
O00482	6OR1
O00482	6VC2
O00482	6VIF
O00482	7JYD
O00482	7JYE
O00482	7TT8
O00482	8F8M
O00482	8PKI
P82914	3J9M
P82914	6NU2
P82914	6NU3
P82914	6RW4
P82914	6RW5
P82914	6VLZ
P82914	6VMI
P82914	6ZM5
P82914	6ZM6
P82914	6ZS9
P82914	6ZSA
P82914	6ZSB
P82914	6ZSC
P82914	6ZSD
P82914	6ZSE
P82914	6ZSG
P82914	7A5F
P82914	7A5G
P82914	7A5I
P82914	7A5K
P82914	7L08
P82914	7OG4
P82914	7P2E
P82914	7PNX
P82914	7PNY
P82914	7PNZ
P82914	7PO0
P82914	7PO1
P82914	7PO2
P82914	7PO3
P82914	7QI4
P82914	7QI5
P82914	7QI6
P82914	8ANY
P82914	8CSP
P82914	8CSQ
P82914	8CSR
P82914	8CSS
P82914	8CST
P82914	8CSU
P82914	8K2A
P82914	8OIR
P82914	8OIS
P82914	8QRK
P82914	8QRL
P82914	8QRM
P82914	8QRN
P82914	8XT0
P82914	8XT2
P0CE72	1TTX
Q15398	7ZX4
Q15398	8X9P
Q96RI0	2ZPK
Q96RI0	3QDZ
P58004	5CUF
P58004	5DJ4
P58004	5T0N
P58004	6N0M
Q7L5Y1	4A35
O60894	2YX8
O60894	3N7P
O60894	3N7R
O60894	3N7S
O60894	4RWG
O60894	5V6Y
O60894	6D1U
O60894	6E3Y
O60894	6UMG
O60894	6ZHO
O60894	6ZIS
O60894	7KNT
O60894	7KNU
O60894	7P0F
O60894	7P0I
O60894	7TYF
O60894	7TYW
O60894	8AX5
O60894	8AX6
O60894	8AX7
O60894	9AUC
Q8N0X7	2DL1
Q8N0X7	4U7I
Q9BZP6	2YBT
Q9BZP6	2YBU
Q9BZP6	3FXY
Q9BZP6	3FY1
Q9BZP6	3RM4
Q9BZP6	3RM8
Q9BZP6	3RM9
Q9BZP6	3RME
Q13285	1YOW
Q13285	1ZDT
Q13285	4QJR
Q13285	4QK4
Q13285	7KHT
Q13285	8DAF
Q6ZT98	4YLR
Q6ZT98	4YLS
Q9BYV2	3Q1D
Q96JP0	6LBG
Q96JP0	6LBN
Q96JP0	6LDP
Q96JP0	6LE6
Q96JP0	6LEN
Q96JP0	6LEY
Q96JP0	6LF0
Q96JP0	6XKC
Q96JP0	7JYA
Q96JP0	8PQL
Q96JP0	8Q7R
P21281	6WLZ
P21281	6WM2
P21281	6WM3
P21281	6WM4
P21281	7U4T
P21281	7UNF
Q12778	3CO6
Q12778	3CO7
Q12778	3COA
Q12778	4LG0
Q12778	5DUI
Q12778	6LBI
Q12778	6QVW
Q12778	6QZR
Q12778	6QZS
Q12778	8A62
Q12778	8A65
Q13503	7EMF
Q13503	7ENA
Q13503	7ENC
Q13503	7ENJ
Q13503	7LBM
Q13503	7NVR
Q13503	8GXQ
Q13503	8GXS
Q13503	8T9D
Q13503	8TQW
Q13503	8TRH
Q13239	2CUD
P45844	7FDV
P45844	7OZ1
P45844	7R8C
P45844	7R8D
P45844	7R8E
Q01081	1JMT
P15538	6M7X
P15538	7E7F
P53582	2B3H
P53582	2B3K
P53582	2B3L
P53582	2G6P
P53582	2GZ5
P53582	2NQ6
P53582	2NQ7
P53582	4FLI
P53582	4FLJ
P53582	4FLK
P53582	4FLL
P53582	4HXX
P53582	4IKR
P53582	4IKS
P53582	4IKT
P53582	4IKU
P53582	4IU6
P53582	4U1B
P53582	4U69
P53582	4U6C
P53582	4U6E
P53582	4U6J
P53582	4U6W
P53582	4U6Z
P53582	4U70
P53582	4U71
P53582	4U73
P53582	4U75
P53582	4U76
P53582	5YKP
P53582	5YR4
P53582	5YR5
P53582	5YR6
P53582	5YR7
P53582	6LZB
P53582	6LZC
P53582	8P2K
P53582	9F1C
P53582	9F1D
P53582	9FQ0
Q13257	1DUJ
Q13257	1GO4
Q13257	1KLQ
Q13257	1S2H
Q13257	2QYF
Q13257	2V64
Q13257	2VFX
Q13257	3GMH
Q13257	5KHU
Q13257	5LCW
Q13257	6F0X
Q13257	6TLJ
Q969S9	7L20
Q969S9	7NSH
Q96LW7	4DWN
Q96LW7	4FH0
Q96JQ0	8EGW
Q96JQ0	8EGX
Q92817	4QMD
Q9H1J1	2L08
Q9H1J1	7QG6
Q53H47	3BO5
Q53H47	3F2K
Q53H47	3K9J
Q53H47	3K9K
Q53H47	7S03
P99999	1J3S
P99999	2N3Y
P99999	2N9I
P99999	2N9J
P99999	3NWV
P99999	3ZCF
P99999	3ZOO
P99999	5EXQ
P99999	5O10
P99999	5TY3
P99999	6DUJ
P99999	6ECJ
P99999	6XNK
P62879	9AVL
Q12983	2J5D
Q12983	2KA1
Q12983	2KA2
Q86UU9	2MOC
Q9Y2K5	1WHR
P18754	1A12
P18754	1I2M
P18754	5E1B
P18754	5E1D
P18754	5E1M
P18754	5E1O
P18754	5E2A
P18754	5E2B
P18754	5TBK
P18754	6DUB
P18754	8UX1
Q495A1	3Q0H
Q495A1	3RQ3
Q495A1	3UCR
Q495A1	3UDW
Q495A1	5V52
Q495A1	7VYT
Q495A1	8JEL
Q495A1	8JEN
Q495A1	8JEO
Q495A1	8SZY
P35523	6COY
P35523	6COZ
P35523	6QV6
P35523	6QVB
P35523	6QVC
P35523	6QVD
P35523	6QVU
A0PK00	7F73
Q12797	5APA
Q12797	5JQY
Q12797	5JTC
Q12797	5JZ6
Q12797	5JZ8
Q12797	5JZA
Q12797	5JZU
Q12797	6Q9F
Q12797	6Q9I
Q12797	6QA5
Q12797	6RK9
Q12797	6YYU
Q12797	6YYV
Q12797	6YYW
Q12797	6YYX
Q12797	6YYY
Q12797	6Z6Q
Q12797	6Z6R
Q12797	7BMI
Q12797	7BMJ
Q12797	7E6J
Q12797	7YB8
Q12797	7YB9
Q12797	7YBA
Q12797	7YBB
Q12797	7YBC
P29972	1FQY
P29972	1H6I
P29972	1IH5
P29972	4CSK
P29972	6POJ
P29972	7UZE
P29972	8CT2
P29972	8CTE
Q8NA31	5WIR
Q8NA31	5XUP
Q8NA31	6J07
Q14241	4HFX
Q14241	6ZUZ
Q14241	8OEV
Q14241	8OEW
Q14241	8OF0
Q9UL62	6YSN
Q9UL62	7D4P
Q9UL62	7D4Q
Q9UL62	7E4T
Q9UL62	7WDB
Q9UL62	7X6C
Q9UL62	7X6I
Q9UL62	8GVW
Q9UL62	8GVX
P54105	6V0O
Q6ZRS2	6IGM
Q6ZRS2	8X15
Q6ZRS2	8X19
Q6ZRS2	8X1C
Q9NWU5	3J7Y
Q9NWU5	5OOL
Q9NWU5	5OOM
Q9NWU5	6NU2
Q9NWU5	6NU3
Q9NWU5	6ZM5
Q9NWU5	6ZM6
Q9NWU5	6ZSA
Q9NWU5	6ZSB
Q9NWU5	6ZSC
Q9NWU5	6ZSD
Q9NWU5	6ZSE
Q9NWU5	6ZSG
Q9NWU5	7A5F
Q9NWU5	7A5G
Q9NWU5	7ODR
Q9NWU5	7ODS
Q9NWU5	7ODT
Q9NWU5	7OF0
Q9NWU5	7OF2
Q9NWU5	7OF3
Q9NWU5	7OF4
Q9NWU5	7OF5
Q9NWU5	7OF6
Q9NWU5	7OF7
